full_name,course_name,present_days,total_days
"Pooja Jain",Mechatronics,2,2
"Aman Mehta",Mechatronics,1,1
"Aarav Agarwal",Mechatronics,1,2
"Om Menon",Mechatronics,2,2
"Aarav Reddy",Mechatronics,1,1
"Kunal Khanna",Mechatronics,1,1
"Rahul Mehta",Mechatronics,1,1
"Sneha Menon",Mechatronics,1,1
"Diya Thakur",Mechatronics,1,1
"Ananya Mehta",Mechatronics,1,1
"Siddharth Jain",Mechatronics,1,1
"Sneha Verma",Mechatronics,1,1
"Dev Joshi",Mechatronics,2,2
"Deepak Sharma",Mechatronics,1,1
"Sai Sinha",Mechatronics,1,1
"Tanmay Gupta",Mechatronics,1,1
"Dev Jain",Mechatronics,0,1
"Neha Nair",Mechatronics,0,1
"Sai Ghosh",Mechatronics,1,1
"Pooja Dubey",Mechatronics,1,1
"Tanmay Jain",Mechatronics,1,1
"Krishna Das",Mechatronics,1,1
"Aman Ghosh",Mechatronics,2,2
"Aditi Kapoor",Mechatronics,2,2
"Manav Gupta",Mechatronics,1,1
"Rahul Verma",Mechatronics,3,5
"Krishna Rao",Mechatronics,1,1
"Aarav Mehta",Mechatronics,2,2
"Kavya Menon",Mechatronics,0,1
"Nikhil Gupta",Mechatronics,1,1
"Krishna Bansal",Mechatronics,1,1
"Manav Iyer",Mechatronics,1,1
"Aditya Reddy",Mechatronics,1,2
"Rahul Choudhary",Mechatronics,0,1
"Vivaan Ghosh",Mechatronics,1,1
"Kunal Verma",Mechatronics,1,2
"Sai Nair",Mechatronics,1,1
"Ishaan Choudhary",Mechatronics,1,1
"Deepak Sinha",Mechatronics,1,1
"Tanmay Thakur",Mechatronics,1,1
"Sneha Pandey",Mechatronics,1,1
"Ritesh Nair",Mechatronics,3,3
"Diya Mehta",Mechatronics,1,1
"Kunal Jain",Mechatronics,1,1
"Meera Mehta",Mechatronics,1,1
"Rahul Pandey",Mechatronics,0,1
"Neha Menon",Mechatronics,1,1
"Meera Verma",Mechatronics,1,1
"Diya Sinha",Mechatronics,1,1
"Ananya Choudhary",Mechatronics,1,1
"Siddharth Nair",Mechatronics,1,1
"Arjun Choudhary",Mechatronics,1,2
"Arjun Mehta",Mechatronics,2,2
"Rohan Verma",Mechatronics,0,1
"Harsh Agarwal",Mechatronics,1,1
"Aarav Pandey",Mechatronics,1,1
"Yash Reddy",Mechatronics,2,2
"Siddharth Menon",Mechatronics,1,1
"Ritika Kapoor",Mechatronics,1,1
"Nikhil Ghosh",Mechatronics,1,1
"Pooja Rao",Mechatronics,1,1
"Kavya Agarwal",Mechatronics,1,1
"Arjun Patel",Mechatronics,0,1
"Varun Kapoor",Mechatronics,1,1
"Priya Kapoor",Mechatronics,1,1
"Siddharth Sharma",Mechatronics,1,1
"Ananya Kapoor",Mechatronics,1,1
"Rohan Bansal",Mechatronics,0,1
"Kunal Pandey",Mechatronics,1,1
"Dev Kapoor",Mechatronics,1,1
"Vivaan Joshi",Mechatronics,1,1
"Siddharth Kapoor",Mechatronics,2,2
"Rohan Das",Mechatronics,1,1
"Neha Bansal",Mechatronics,1,1
"Aditi Mehta",Mechatronics,1,1
"Pooja Verma",Mechatronics,1,1
"Ananya Khanna",Mechatronics,1,1
"Ananya Menon",Mechatronics,1,1
"Harsh Verma",Mechatronics,1,1
"Sneha Ghosh",Mechatronics,1,1
"Deepak Menon",Mechatronics,0,1
"Ishaan Dubey",Mechatronics,1,1
"Diya Ghosh",Mechatronics,2,2
"Vivaan Patel",Mechatronics,1,1
"Meera Pandey",Mechatronics,1,1
"Aman Dubey",Mechatronics,1,1
"Om Thakur",Mechatronics,1,1
"Ananya Thakur",Mechatronics,1,1
"Aditya Agarwal",Mechatronics,1,1
"Kunal Das",Mechatronics,1,1
"Ishaan Mehta",Mechatronics,1,1
"Tanmay Patel",Mechatronics,1,1
"Tanmay Reddy",Mechatronics,0,1
"Nikhil Patel",Mechatronics,0,1
"Neha Thakur",Mechatronics,1,1
"Pooja Ghosh",Mechatronics,0,1
"Kunal Reddy",Mechatronics,1,1
"Aditi Ghosh",Mechatronics,1,1
"Ritesh Dubey",Mechatronics,1,1
"Kavya Mehta",Mechatronics,1,1
"Meera Thakur",Mechatronics,1,1
"Tanmay Sharma",Mechatronics,0,1
"Rahul Bansal",Mechatronics,1,1
"Manav Rao",Mechatronics,1,1
"Ananya Jain",Mechatronics,1,1
"Neha Sinha",Mechatronics,1,1
"Sai Mehta",Mechatronics,1,1
"Deepak Jain",Mechatronics,1,1
"Dev Iyer",Mechatronics,1,1
"Aman Das",Mechatronics,1,1
"Aditi Thakur",Mechatronics,1,1
"Priya Bansal",Mechatronics,1,1
"Aarav Gupta",Mechatronics,1,1
"Tanmay Menon",Mechatronics,1,1
"Arjun Verma",Mechatronics,1,1
"Harsh Choudhary",Mechatronics,1,1
"Sneha Patel",Mechatronics,1,1
"Sneha Dubey",Mechatronics,1,1
"Kavya Thakur",Mechatronics,1,1
"Rahul Joshi",Mechatronics,0,1
"Mohit Ghosh",Mechatronics,0,1
"Meera Agarwal",Mechatronics,0,1
"Harsh Choudhary","Embedded Systems",1,1
"Aman Verma","Embedded Systems",1,1
"Mohit Iyer","Embedded Systems",4,4
"Priya Jain","Embedded Systems",3,3
"Vivaan Kapoor","Embedded Systems",2,2
"Krishna Verma","Embedded Systems",2,2
"Ananya Khanna","Embedded Systems",1,1
"Aditya Agarwal","Embedded Systems",1,1
"Om Choudhary","Embedded Systems",1,1
"Ishaan Iyer","Embedded Systems",1,1
"Pooja Thakur","Embedded Systems",1,1
"Ishaan Reddy","Embedded Systems",0,1
"Sai Thakur","Embedded Systems",1,1
"Nikhil Mehta","Embedded Systems",1,1
"Meera Khanna","Embedded Systems",2,2
"Aditi Nair","Embedded Systems",0,1
"Arjun Dubey","Embedded Systems",2,2
"Dev Menon","Embedded Systems",1,1
"Deepak Thakur","Embedded Systems",2,2
"Diya Jain","Embedded Systems",1,2
"Aarav Iyer","Embedded Systems",1,1
"Diya Patel","Embedded Systems",0,1
"Priya Thakur","Embedded Systems",2,2
"Yash Iyer","Embedded Systems",2,2
"Pooja Rao","Embedded Systems",0,1
"Ritika Gupta","Embedded Systems",1,1
"Aditi Reddy","Embedded Systems",1,2
"Harsh Agarwal","Embedded Systems",1,1
"Nikhil Thakur","Embedded Systems",0,1
"Nikhil Nair","Embedded Systems",1,1
"Diya Khanna","Embedded Systems",1,1
"Tanmay Reddy","Embedded Systems",1,1
"Nikhil Jain","Embedded Systems",1,1
"Krishna Sinha","Embedded Systems",1,1
"Om Iyer","Embedded Systems",2,2
"Rohan Choudhary","Embedded Systems",1,1
"Rohan Khanna","Embedded Systems",1,1
"Ritika Kapoor","Embedded Systems",1,1
"Pooja Sinha","Embedded Systems",1,1
"Manav Agarwal","Embedded Systems",1,1
"Priya Joshi","Embedded Systems",1,1
"Vivaan Iyer","Embedded Systems",1,1
"Harsh Rao","Embedded Systems",0,1
"Siddharth Nair","Embedded Systems",1,1
"Vivaan Menon","Embedded Systems",1,1
"Aditi Patel","Embedded Systems",1,1
"Deepak Das","Embedded Systems",1,1
"Sneha Choudhary","Embedded Systems",3,4
"Meera Menon","Embedded Systems",1,1
"Sneha Nair","Embedded Systems",1,1
"Sneha Verma","Embedded Systems",2,3
"Sai Verma","Embedded Systems",1,1
"Pooja Jain","Embedded Systems",0,1
"Aman Pandey","Embedded Systems",1,1
"Sneha Pandey","Embedded Systems",1,1
"Rohan Dubey","Embedded Systems",1,1
"Om Gupta","Embedded Systems",1,1
"Ritesh Dubey","Embedded Systems",1,1
"Tanmay Nair","Embedded Systems",1,1
"Dev Choudhary","Embedded Systems",1,1
"Sai Menon","Embedded Systems",0,1
"Aditya Reddy","Embedded Systems",1,1
"Neha Iyer","Embedded Systems",1,2
"Meera Das","Embedded Systems",1,1
"Ananya Iyer","Embedded Systems",2,3
"Ritika Dubey","Embedded Systems",1,1
"Sneha Menon","Embedded Systems",1,1
"Manav Patel","Embedded Systems",1,1
"Kunal Thakur","Embedded Systems",0,1
"Sneha Iyer","Embedded Systems",1,1
"Neha Reddy","Embedded Systems",0,1
"Aditi Verma","Embedded Systems",1,1
"Kunal Reddy","Embedded Systems",1,1
"Varun Joshi","Embedded Systems",1,1
"Varun Das","Embedded Systems",2,2
"Pooja Pandey","Embedded Systems",3,3
"Tanmay Ghosh","Embedded Systems",1,1
"Kunal Choudhary","Embedded Systems",0,1
"Sai Pandey","Embedded Systems",0,1
"Ritika Khanna","Embedded Systems",2,2
"Meera Kapoor","Embedded Systems",1,1
"Krishna Patel","Embedded Systems",1,1
"Diya Menon","Embedded Systems",1,1
"Ritesh Joshi","Embedded Systems",1,1
"Priya Agarwal","Embedded Systems",1,1
"Tanmay Thakur","Embedded Systems",1,1
"Kunal Menon","Embedded Systems",1,1
"Yash Thakur","Embedded Systems",1,1
"Manav Rao","Embedded Systems",1,1
"Deepak Gupta","Embedded Systems",1,1
"Nikhil Sharma","Embedded Systems",1,2
"Krishna Joshi","Embedded Systems",1,1
"Om Patel","Embedded Systems",1,1
"Aman Reddy","Embedded Systems",1,1
"Kavya Kapoor","Embedded Systems",0,1
"Rahul Das","Embedded Systems",1,1
"Arjun Joshi","Embedded Systems",2,2
"Ananya Reddy","Embedded Systems",1,1
"Aman Sinha","Embedded Systems",1,1
"Aarav Agarwal","Embedded Systems",1,1
"Meera Thakur","Embedded Systems",0,1
"Priya Nair","Embedded Systems",1,1
"Aman Agarwal","Embedded Systems",1,1
"Meera Dubey","Embedded Systems",1,1
"Harsh Iyer","Embedded Systems",1,1
"Nikhil Verma","Embedded Systems",1,1
"Aman Sharma","Embedded Systems",1,1
"Ananya Thakur","Embedded Systems",1,1
"Ritesh Sinha","Embedded Systems",1,1
"Priya Verma","Embedded Systems",1,1
"Arjun Ghosh","Embedded Systems",1,1
"Yash Jain","Embedded Systems",1,1
"Neha Sinha","Embedded Systems",1,1
"Nikhil Gupta","Embedded Systems",1,1
"Ishaan Sharma","Embedded Systems",1,1
"Sai Mehta","Parallel Computing",1,1
"Pooja Gupta","Parallel Computing",1,1
"Krishna Nair","Parallel Computing",0,1
"Mohit Pandey","Parallel Computing",2,2
"Siddharth Reddy","Parallel Computing",1,1
"Om Agarwal","Parallel Computing",3,3
"Ananya Rao","Parallel Computing",3,3
"Yash Rao","Parallel Computing",2,2
"Kavya Khanna","Parallel Computing",1,1
"Harsh Reddy","Parallel Computing",1,2
"Krishna Rao","Parallel Computing",1,1
"Diya Patel","Parallel Computing",1,1
"Sai Das","Parallel Computing",1,1
"Aman Sinha","Parallel Computing",1,1
"Aarav Agarwal","Parallel Computing",1,1
"Sneha Gupta","Parallel Computing",1,1
"Harsh Menon","Parallel Computing",0,2
"Ishaan Verma","Parallel Computing",2,2
"Ananya Jain","Parallel Computing",1,1
"Tanmay Iyer","Parallel Computing",2,2
"Krishna Sharma","Parallel Computing",3,3
"Sneha Menon","Parallel Computing",1,1
"Aman Agarwal","Parallel Computing",1,1
"Aditya Das","Parallel Computing",1,1
"Kunal Iyer","Parallel Computing",1,2
"Kavya Pandey","Parallel Computing",2,2
"Meera Jain","Parallel Computing",1,1
"Aman Dubey","Parallel Computing",2,3
"Pooja Iyer","Parallel Computing",0,2
"Sai Ghosh","Parallel Computing",2,2
"Vivaan Mehta","Parallel Computing",0,1
"Om Verma","Parallel Computing",1,1
"Rahul Das","Parallel Computing",2,2
"Diya Kapoor","Parallel Computing",1,1
"Sneha Jain","Parallel Computing",1,1
"Aditya Thakur","Parallel Computing",1,1
"Aditya Choudhary","Parallel Computing",1,1
"Tanmay Khanna","Parallel Computing",1,1
"Sneha Mehta","Parallel Computing",2,2
"Aman Khanna","Parallel Computing",0,1
"Nikhil Nair","Parallel Computing",1,1
"Aman Menon","Parallel Computing",1,1
"Sai Joshi","Parallel Computing",1,1
"Vivaan Gupta","Parallel Computing",0,1
"Aarav Joshi","Parallel Computing",2,2
"Ananya Patel","Parallel Computing",1,1
"Varun Reddy","Parallel Computing",1,1
"Harsh Thakur","Parallel Computing",1,1
"Rahul Sinha","Parallel Computing",1,1
"Ritesh Reddy","Parallel Computing",1,1
"Ishaan Jain","Parallel Computing",0,1
"Ritika Pandey","Parallel Computing",1,1
"Priya Gupta","Parallel Computing",1,1
"Varun Bansal","Parallel Computing",1,1
"Dev Kapoor","Parallel Computing",1,1
"Rohan Kapoor","Parallel Computing",1,1
"Dev Menon","Parallel Computing",1,1
"Diya Jain","Parallel Computing",1,1
"Dev Patel","Parallel Computing",1,1
"Nikhil Verma","Parallel Computing",1,1
"Yash Das","Parallel Computing",1,1
"Harsh Rao","Parallel Computing",2,2
"Om Bansal","Parallel Computing",1,1
"Dev Sharma","Parallel Computing",1,2
"Rohan Agarwal","Parallel Computing",1,1
"Manav Reddy","Parallel Computing",0,1
"Manav Verma","Parallel Computing",1,1
"Ishaan Nair","Parallel Computing",1,2
"Sai Bansal","Parallel Computing",2,2
"Aditi Patel","Parallel Computing",1,1
"Manav Agarwal","Parallel Computing",1,1
"Sai Reddy","Parallel Computing",1,1
"Nikhil Khanna","Parallel Computing",1,1
"Ishaan Menon","Parallel Computing",1,1
"Neha Verma","Parallel Computing",1,1
"Om Jain","Parallel Computing",1,1
"Ritesh Verma","Parallel Computing",1,1
"Sai Sinha","Parallel Computing",1,1
"Aditya Khanna","Parallel Computing",0,1
"Harsh Joshi","Parallel Computing",1,1
"Deepak Joshi","Parallel Computing",0,1
"Aditya Dubey","Parallel Computing",1,1
"Ritesh Choudhary","Parallel Computing",0,1
"Ritika Sinha","Parallel Computing",0,1
"Ritesh Khanna","Parallel Computing",1,1
"Neha Pandey","Parallel Computing",1,1
"Dev Ghosh","Parallel Computing",1,1
"Om Kapoor","Parallel Computing",1,1
"Rohan Bansal","Parallel Computing",1,1
"Kunal Bansal","Parallel Computing",1,1
"Dev Khanna","Parallel Computing",1,1
"Ritika Thakur","Parallel Computing",1,1
"Siddharth Iyer","Parallel Computing",1,1
"Rahul Ghosh","Parallel Computing",1,1
"Krishna Khanna","Parallel Computing",1,2
"Neha Bansal","Parallel Computing",1,1
"Rohan Pandey","Parallel Computing",1,1
"Vivaan Joshi","Parallel Computing",1,1
"Priya Thakur","Parallel Computing",1,1
"Aditi Nair","Parallel Computing",1,1
"Sneha Agarwal","Parallel Computing",1,1
"Dev Joshi","Parallel Computing",0,1
"Krishna Reddy","Parallel Computing",1,1
"Vivaan Jain","Parallel Computing",1,2
"Krishna Mehta","Parallel Computing",1,1
"Pooja Reddy","Parallel Computing",1,1
"Ananya Reddy","Parallel Computing",1,1
"Aman Ghosh","Parallel Computing",1,1
"Nikhil Joshi","Parallel Computing",0,1
"Nikhil Patel","Parallel Computing",1,1
"Priya Ghosh","Parallel Computing",1,1
"Deepak Dubey","Parallel Computing",1,1
"Om Dubey","Parallel Computing",0,1
"Deepak Das","Parallel Computing",1,1
"Kunal Mehta","Parallel Computing",0,1
"Rahul Nair","Parallel Computing",1,1
"Manav Sharma","Parallel Computing",1,1
"Siddharth Kapoor","Parallel Computing",1,1
"Siddharth Nair","Parallel Computing",1,1
"Om Mehta","Parallel Computing",1,1
"Pooja Mehta","Parallel Computing",0,1
"Priya Reddy","Power Systems",1,1
"Sneha Jain","Power Systems",2,2
"Sai Gupta","Power Systems",2,2
"Meera Patel","Power Systems",1,1
"Ritika Pandey","Power Systems",1,1
"Tanmay Pandey","Power Systems",1,1
"Rohan Sharma","Power Systems",1,1
"Tanmay Jain","Power Systems",1,1
"Rahul Ghosh","Power Systems",1,1
"Aditi Khanna","Power Systems",0,1
"Nikhil Patel","Power Systems",1,1
"Rohan Khanna","Power Systems",0,1
"Sneha Mehta","Power Systems",1,1
"Arjun Das","Power Systems",0,1
"Ritika Patel","Power Systems",1,1
"Deepak Reddy","Power Systems",1,1
"Neha Nair","Power Systems",1,1
"Harsh Dubey","Power Systems",2,2
"Tanmay Sinha","Power Systems",2,2
"Rahul Thakur","Power Systems",3,3
"Pooja Joshi","Power Systems",3,3
"Harsh Kapoor","Power Systems",2,2
"Rohan Verma","Power Systems",1,1
"Om Jain","Power Systems",0,1
"Aarav Ghosh","Power Systems",1,1
"Krishna Agarwal","Power Systems",1,1
"Diya Bansal","Power Systems",1,1
"Diya Ghosh","Power Systems",1,1
"Rahul Reddy","Power Systems",1,1
"Siddharth Bansal","Power Systems",1,1
"Dev Verma","Power Systems",1,1
"Neha Sharma","Power Systems",1,1
"Tanmay Kapoor","Power Systems",0,1
"Yash Verma","Power Systems",0,2
"Arjun Reddy","Power Systems",0,1
"Aman Iyer","Power Systems",1,1
"Nikhil Gupta","Power Systems",0,1
"Rahul Patel","Power Systems",1,1
"Diya Dubey","Power Systems",1,1
"Tanmay Nair","Power Systems",1,2
"Vivaan Patel","Power Systems",1,1
"Sneha Agarwal","Power Systems",1,1
"Rohan Choudhary","Power Systems",1,1
"Meera Rao","Power Systems",1,1
"Ritesh Joshi","Power Systems",1,1
"Kunal Jain","Power Systems",1,1
"Vivaan Nair","Power Systems",1,1
"Kunal Joshi","Power Systems",1,1
"Yash Thakur","Power Systems",1,1
"Varun Patel","Power Systems",2,2
"Rahul Gupta","Power Systems",1,1
"Rohan Nair","Power Systems",1,1
"Rohan Joshi","Power Systems",1,1
"Sai Thakur","Power Systems",1,1
"Rahul Kapoor","Power Systems",1,1
"Ritika Verma","Power Systems",1,1
"Pooja Menon","Power Systems",2,2
"Arjun Choudhary","Power Systems",1,1
"Harsh Nair","Power Systems",1,1
"Siddharth Patel","Power Systems",1,1
"Om Thakur","Power Systems",1,2
"Aditya Gupta","Power Systems",2,2
"Manav Pandey","Power Systems",0,1
"Varun Joshi","Power Systems",2,2
"Rahul Sinha","Power Systems",1,1
"Siddharth Choudhary","Power Systems",1,1
"Arjun Thakur","Power Systems",1,1
"Deepak Choudhary","Power Systems",1,1
"Krishna Dubey","Power Systems",1,1
"Ritesh Das","Power Systems",2,2
"Varun Ghosh","Power Systems",0,1
"Aarav Agarwal","Power Systems",1,1
"Rohan Pandey","Power Systems",1,1
"Kavya Choudhary","Power Systems",1,1
"Varun Verma","Power Systems",1,1
"Varun Kapoor","Power Systems",1,2
"Priya Das","Power Systems",1,1
"Yash Khanna","Power Systems",1,1
"Aditi Kapoor","Power Systems",1,1
"Deepak Patel","Power Systems",0,1
"Ritika Ghosh","Power Systems",1,1
"Meera Menon","Power Systems",1,1
"Vivaan Thakur","Power Systems",1,1
"Manav Verma","Power Systems",1,1
"Aditya Pandey","Power Systems",0,1
"Pooja Pandey","Power Systems",1,1
"Krishna Choudhary","Power Systems",1,1
"Diya Kapoor","Power Systems",1,1
"Kunal Sinha","Power Systems",0,1
"Yash Joshi","Power Systems",0,1
"Meera Kapoor","Power Systems",0,1
"Dev Dubey","Power Systems",2,2
"Manav Nair","Power Systems",1,1
"Deepak Khanna","Power Systems",1,1
"Ritesh Thakur","Power Systems",1,1
"Rohan Sinha","Power Systems",1,1
"Aditya Verma","Power Systems",1,1
"Mohit Mehta","Power Systems",0,1
"Ishaan Gupta","Power Systems",0,1
"Kavya Jain","Power Systems",1,1
"Sneha Thakur","Power Systems",1,1
"Dev Thakur","Power Systems",1,1
"Harsh Pandey","Power Systems",1,1
"Vivaan Choudhary","Power Systems",0,1
"Ananya Nair","Power Systems",1,2
"Vivaan Menon","Power Systems",1,1
"Diya Agarwal","Power Systems",1,1
"Aman Sinha","Power Systems",1,1
"Manav Menon","Power Systems",0,1
"Aman Menon","Power Systems",0,1
"Arjun Gupta","Power Systems",0,1
"Rahul Rao","Power Systems",0,2
"Aman Patel","Power Systems",0,1
"Arjun Dubey","Power Systems",1,1
"Ishaan Choudhary","Power Systems",1,1
"Pooja Thakur","Power Systems",1,1
"Aarav Verma","Computer Networks",1,1
"Ritesh Iyer","Computer Networks",0,2
"Diya Sharma","Computer Networks",1,1
"Nikhil Nair","Computer Networks",1,1
"Manav Agarwal","Computer Networks",1,1
"Aman Ghosh","Computer Networks",0,1
"Ritika Mehta","Computer Networks",1,2
"Ritesh Ghosh","Computer Networks",0,1
"Manav Dubey","Computer Networks",1,1
"Priya Das","Computer Networks",1,1
"Vivaan Sharma","Computer Networks",0,1
"Rohan Patel","Computer Networks",0,2
"Kunal Das","Computer Networks",1,1
"Vivaan Jain","Computer Networks",1,1
"Ishaan Mehta","Computer Networks",0,1
"Ritika Nair","Computer Networks",2,2
"Ritesh Dubey","Computer Networks",1,1
"Priya Iyer","Computer Networks",0,1
"Arjun Choudhary","Computer Networks",1,1
"Aditi Sharma","Computer Networks",2,2
"Meera Das","Computer Networks",1,1
"Neha Agarwal","Computer Networks",2,3
"Sneha Das","Computer Networks",2,2
"Harsh Bansal","Computer Networks",1,1
"Arjun Nair","Computer Networks",1,1
"Sneha Gupta","Computer Networks",2,2
"Ritesh Rao","Computer Networks",0,1
"Tanmay Choudhary","Computer Networks",0,1
"Diya Kapoor","Computer Networks",0,1
"Nikhil Sinha","Computer Networks",1,1
"Pooja Patel","Computer Networks",1,1
"Arjun Agarwal","Computer Networks",0,1
"Aarav Nair","Computer Networks",1,1
"Pooja Mehta","Computer Networks",1,2
"Om Verma","Computer Networks",3,5
"Neha Pandey","Computer Networks",1,1
"Pooja Rao","Computer Networks",2,2
"Diya Choudhary","Computer Networks",1,1
"Arjun Patel","Computer Networks",1,1
"Yash Ghosh","Computer Networks",1,1
"Om Nair","Computer Networks",0,1
"Neha Dubey","Computer Networks",1,1
"Aman Verma","Computer Networks",1,1
"Harsh Choudhary","Computer Networks",0,1
"Pooja Dubey","Computer Networks",1,1
"Om Choudhary","Computer Networks",0,1
"Diya Patel","Computer Networks",1,1
"Aman Gupta","Computer Networks",1,1
"Priya Joshi","Computer Networks",1,1
"Om Mehta","Computer Networks",1,1
"Rohan Joshi","Computer Networks",1,1
"Dev Mehta","Computer Networks",2,2
"Aditya Rao","Computer Networks",1,1
"Priya Khanna","Computer Networks",1,1
"Aditya Das","Computer Networks",0,1
"Varun Sinha","Computer Networks",1,1
"Aditi Jain","Computer Networks",3,3
"Nikhil Menon","Computer Networks",0,1
"Aarav Das","Computer Networks",1,1
"Kunal Gupta","Computer Networks",1,1
"Sai Rao","Computer Networks",1,1
"Priya Mehta","Computer Networks",1,1
"Ritika Bansal","Computer Networks",1,1
"Sneha Joshi","Computer Networks",2,2
"Dev Sharma","Computer Networks",0,1
